Fonte;ID/Pasta;Código/Nome;Duração;Tipo de áudio;Imagem;Áudio;Data;Op. VT;Marcelo;Observações
CLIP2;VTs e Vídeos\VTs de Produtos;Panelas de Aço Inox com qualidade e durabilidade Conheça a linha Allegra  Tramontina_1080p;00:01:09.00;BGM;OK;OK;12/04/2022;Jesus;Gabriel;
CLIP1;49683;EV-SORTEIONIVER-CP01;00:01:19.29;Voz e BGM;OK;OK;13/04/2022;Jesus;Gabriel;
CLIP1;49742;132718911_CP01;00:00:55.20;Voz e BGM;OK;OK;13/04/2022;Jesus;Gabriel;
CLIP1;49743;132718911_CP02;00:00:58.02;Sem áudio;OK;N/A;13/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Air Fry Oven PFR2000P;00:01:00.00;Voz e BGM;OK;OK;13/04/2022;Jesus;Gabriel;
CLIP1;17942;5097452_CLIP01;00:01:31.14;BGM;OK;OK;13/04/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Casa & Conforto 19.04.2022;fruturospptx;00:00:15.00;Voz e BGM;OK;OK;19/04/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Casa & Conforto 19.04.2022;1904 tiago;00:01:16.00;Voz;OK;OK;19/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Escova Secadora Britânia Soft BEC02;00:00:49.00;BGM;OK;OK;19/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Massageador para Área dos Olhos Philco Eyemagic PTE03;00:00:43.00;BGM;OK;OK;19/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;ropo Glass 3_ Pareamento com Alexa;00:02:58.00;Voz e BGM;OK;OK;20/04/2022;Jesus;Marcelo Maurity;
CLIP2;Vídeos de Programas\Casa & Conforto 20.04.2022;Marcelo Janot - 2004;00:02:05.00;Voz;OK;OK;20/04/2022;Jesus;Marcelo Maurity;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 20.04.2022;VIDEO MERCADO MUNICIPAL;00:00:34.00;Voz e BGM;OK;OK;20/04/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Papo a Gosto\Papo a Gosto 20.04.2022;VIDEO QUEIJOS;00:00:35.00;Voz e BGM;OK;OK;20/04/2022;Jesus;Gabriel;
INFOWS;https://autoconsciente.simplecast.com;Autoconsciente Podcast 1. O viciante pingue-pongue da atenção;00:00:01:00;Voz;Site;OK;22/04/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Panelas ColorStone _ Euro Home;00:02:29.00;Voz e BGM;OK;OK;22/04/2022;Jesus;Marcelo;
CLIP2;VTs e Vídeos\VTs de Produtos;Conjunto de Panelas Antiaderente Tasty 3 peças La Cuisine _ Shoptime;00:01:50.00;BGM;OK;OK;26/04/2022;Jesus;André;
INFOWS;https://open.spotify.com/episode/515BZHO4VUBAbL2FNYRdOc?si=vKPGh4p0R_WU4C1nHDeagw&context=spotify%3Ashow%3A3l28wC5LyiiW2EdxgKW1cE;Podcast Autoconsciente - Introdução;00:01:45.00;Voz;Site;OK;28/04/2022;Jesus;Gabriel;
CLIP1;50313;VT-COLECAOAMOR-CP01;00:01:40.01;BGM;OK;OK;02/05/2022;Jesus;Gabriel;
CLIP1;50423;EV-DIADASMAES2022-CP02;00:00:10.00;Sem áudio;OK;N/A;02/05/2022;Jesus;Gabriel;
CLIP1;49925;EV-DIADASMAES2022-01A;00:00:30.00;Voz e BGM;OK;OK;02/05/2022;Jesus;André;Asset entregue durante o vivo por Marcelo Rezende. Notificado à Marco Aurélio e testado durante o break de 15:52.
CLIP2;Vídeos de Programas\Família Shoptime\03.05.2022 Família Shoptime;DIA DAS MAES.VALENDO.FINAL_mpeg4;00:14.26.00;Voz e BGM;OK;Reprovado;02/05/2022;Jesus;Gabriel;Áudio fora de sync em alguns momentos, comunicado para Tininha Araújo
CLIP2;Vídeos de Programas\Família Shoptime\03.05.2022 Família Shoptime;ESQUETE ESTUDIO.FINAL;00:04:22.00;Voz e BGM;OK;OK;02/05/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Casa & Conforto\04.05.2022 Casa & Conforto I;0405 - perfil aberto- DAVI LOPES;00:00:34.00;Voz;OK;OK;02/05/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Casa & Conforto\04.05.2022 Casa & Conforto I;0405 - perfil aberto- ANDREA BUENO;00:00:26.00;Voz;OK;OK;02/05/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Casa & Conforto\04.05.2022 Casa & Conforto I;0405 - perfil aberto- RENATA PITANGA;00:00:33.00;Voz;OK;OK;02/05/2022;Jesus;Gabriel;
CLIP2;VTs e Vídeos\VTs de Produtos;Lavadora Brastemp 9Kg - BWJ09;00:01:28.00;Voz e BGM;OK;OK;02/05/2022;Jesus;Gabriel;Restestado em 04/08/2022 com Leonardo
CLIP2;VTs e Vídeos\VTs de Produtos;Conheça o vaporizador de pisos PowerMop MOP10;00:01:25.00;BGM;OK;OK;02/05/2022;Jesus;Gabriel;
INFOWS;https://www.tiktok.com/@obvious.cc/video/7086868239430585606?is_copy_url=1&is_from_webapp=v1;A #sexta é santa mas esse perfil não 🔥 #musica #sextou #curiosidade #playlist;00:00:58.00;Voz e BGM;OK;OK;02/05/2022;Jesus;André;Instagram para o dia 05/05/2022 - Casa & Conforto 15h
CLIP2;Vídeos de Programas\Casa & Conforto\05.05.2022 Casa & Conforto I;Filme-Como superar um Fora- NETFLIX;00:02:36.00;Voz e BGM;OK;OK;02/05/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Cafeteira Expresso PrimaLatte Oster - Conheça;00:00:58.00;BGM;OK;OK;02/05/2022;Jesus;André;
CLIP1;50592;EV-REALITYDIADASMAES-CP01;00:05:32.03;Voz e BGM;OK;OK;06/05/2022;Jesus;Gabriel;Imagem lavada, constatada pro Josuel
CLIP1;50571;EV-REALITYDIADASMAES-CP02;00:01:36.02;Voz e BGM;OK;OK;06/02/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Casa & Conforto\10.05.2022 Casa & Conforto I;Renata Responde;00:07:30:00;Voz e BGM;Reprovado;OK;10/05/2022;Bárbara;Gabriel;
CLIP2;Vídeos de Programas\Vida Revista\12.05.2022 Vida Revista;RENATA CANSADA - OK;00:04:38.00;Voz e BGM;OK;OK;12/05/2022;Jesus;André;
CLIP1;50565;VH-CASALEVAFAMADEITA-CP01;00:00:08.01;BGM;OK;OK;12/05/2022;Jesus;André;
CLIP1;50566;VH-CASABARBARIDADES-CP01;00:00:08.01;BGM;OK;OK;12/05/2022;Jesus;André;
CLIP1;50567;VH-CASABANHEIRAFABI-CP01;00:00:08.01;BGM;OK;OK;12/05/2022;Jesus;André;
CLIP1;50568;VH-CASAENTRELENCOIS-CP01;00:00:08.01;BGM;OK;OK;12/05/2022;Jesus;André;
CLIP1;50569;VH-CASAPERFILABERTO-CP01;00:00:08.01;BGM;OK;OK;12/05/2022;Jesus;André;Imagem Flicando - Tininha não aprovou e levou para o Maurity corrigir
CLIP2;Vídeos de Programas\Casa & Conforto\09.05.2022 Casa & Conforto I;Emily em Paris - Trailer oficial - Netflix;00:01:34.00;Voz e BGM;OK;OK;12/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\12.05.2022 Casa & Conforto I;1205 - filme - Garotas do Calendário - GooglePlay;00:01:18.00;Voz e BGM;OK;OK;12/05/2022;Jesus;André;
INFOWS;https://www.youtube.com/watch?v=O8oN0uWkCos;ASMR- SONS DE BANHO RELAXANTE 🧼 (creme, espuma, esponja etc);00:24:33.00;Voz;OK;OK;13/05/2022;Jesus;André;Serão usados os 30 segundos inicais e/ou 30 segundos finais
INFOWS;https://www.youtube.com/watch?v=582biz81V48;Soap Carving ASMR ! Soap Cutting 1 Hour Satisfying ASMR ♥️♥️♥️;01:01:51.00;Voz;OK;OK;13/05/2022;Jesus;André;Serão usados os 30 segundos inicais e/ou 30 segundos finais
INFOWS;https://www.youtube.com/watch?v=XHjBZ6zUx_8;ASMR- TE MAQUIANDO DELICADAMENTE PARA UM SONINHO;00:24:56.00;Voz;OK;OK;13/05/2022;Jesus;André;Serão usados os 30 segundos inicais e/ou 30 segundos finais
CLIP2;Vídeos de Programas\Vida Revista\13.05.2022 Vida Revista;DANCINHA TIC TOC. - ok;00:05:04.00;Voz e BGM;OK;OK;13/05/2022;Jesus;André;Movimento picotado em momentos de dança é um efeito proposital
CLIP2;Vídeos de Programas\Papo a Gosto\13.05.2022 Papo a Gosto;CANTINHO DO PARÁ;00:01:42.00;Voz e BGM;OK;OK;13/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\13.05.2022 Papo a Gosto;PAPO A GOSTO _13 - 05;00:01:22.00;Voz e BGM;OK;OK;13/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\16.05.2022 Casa & Conforto I;COMER, REZAR, AMAR - youtube - 1605;00:01:58.00;Voz e BGM;OK;OK;16/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\16.05.2022 Casa & Conforto I;Mariana Casanova - turismóloga - 1605;00:02:20.00;Voz;OK;OK;16/05/2022;Jesus;Gabriel;
CLIP1;50859;EV-MARATMARCPRO-CP01;00:00:10.00;Sem áudio;OK;N/A;16/05/2022;Jesus;André;
CLIP1;50944;EV-MARATMARCPRO-CP02;00:00:10.00;Sem áudio;OK;N/A;17/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\20.05.2022 Casa & Conforto I;Thelma e Louise - youtube - 2005;00:01:55.00;Voz e BGM;OK;OK;19/05/2022;Jesus;André;
CLIP1;51040;EV-ELETROWEEK2022-CP01;00:00:10.00;Pendente;Pendente;Pendente;Pendente;Pendente;Pendente;
CLIP2;Vídeos de Programas\Papo a Gosto\20.05.2022 Papo a Gosto;VIDEO MERCADO MUNICIPAL;00:01:23.00;Voz e BGM;OK;OK;20/05/2022;Bárbara;André;
CLIP2;Vídeos de Programas\Papo a Gosto\20.05.2022 Papo a Gosto;VIDEO MERCADO SANDUICHE;00:01:03:00;Voz e BGM;OK;OK;20/05/2022;Bárbara;André;
CLIP2;Vídeos de Programas\Especial\20.05.2022 Especial Tininha;BEM CASADOS;00:03:02.00;Voz;OK;OK;20/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\20.05.2022 Casa & Conforto I;2005-mulheres-estúdio;00:00:17.00;Voz;OK;OK;20/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\23.05.2022 Casa & Conforto I;2305 - Natalia Martins - arquiteta;00:02:05.00;Voz;OK;OK;23/05/2022;Jesus;André;
CLIP1;48677;VG-ABCH#200_CP01;00:00:15.02;BGM;OK;OK;24/05/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto\24.05.2022 Casa & Conforto I;2405 - filme - O espelho tem duas faces - GooglePlay;00:01:30.00;Voz e BGM;OK;OK;24/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\25.05.2022 Casa & Conforto I;2505 - O QUE;00:00:16.00;Voz e BGM;OK;OK;25/05/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto\25.05.2022 Casa & Conforto I;2505 - tutorial - @organisesemfrescuras;00:00:55.00;Voz e BGM;OK;OK;25/05/2022;Jesus;Marcelo;
CLIP1;51315;VH-TUDOPARASUACASA-CP01;00:00:15.00;BGM;OK;OK;26/05/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\27.05.2022 Papo a Gosto;PATROMONEO - CENTRO HISTORICO DE J. PESSOA;00:01:05.00;Voz e BGM;OK;OK;27/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\27.05.2022 Papo a Gosto;VIDEO CLARA NUNES;00:00:32.00;Voz e BGM;OK;OK;27/05/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\27.05.2022 Papo a Gosto;VIDEO JIRIMUM C JABÁ;00:00:40.00;Voz e BGM;OK;OK;27/05/2022;Jesus;André;
CLIP1;51444;VH-BUENASDICAS_CP01;00:00:10.00;BGM;OK;OK;31/05/2022;Jesus;Cleyton;
CLIP2;Vídeos de Programas\Casa & Conforto\31.05.2022 Casa & Conforto I;Série-Desejo Sombrio;00:01:36.00;Voz e BGM;OK;OK;31/05/2022;Jesus;Cleyton;
INFOWS;https://open.spotify.com/episode/3VuZ5LBJEmFxT6b8v4B1Ol;Bem me Quis Podcast;00:00:35.00;N/A;Reprovado;Reprovado;01/06/2022;Jesus;André;Link caiu
INFOWS;https://music.amazon.com.br/podcasts/9e8af2e3-4e7f-402f-a1ba-b2352e7000d4/episodes/143a95d7-9d7c-4b61-975c-2432edb50822/bom-dia-obvious-135-talvez-voc%C3%AA-deva-escrever-sobre-isso-com-ana-holanda;#135/ talvez você deva escrever sobre isso, com Ana Holanda;00:01:00.00;Voz e BGM;OK;OK;01/06/2022;Jesus;André;
INFOWS;https://music.amazon.com.br/podcasts/f08316a4-e883-4fb5-ba77-03282535afac/episodes/5d05c4b3-e09c-43df-952c-07b32aab1f46/futebol-no-mundo-futebol-no-mundo-87-city-dominante-no-d%C3%A9rbi-arsenal-na-champions-e-real-madrid-x-psg;Futebol no Mundo #87: City dominante no dérbi;00:02:00.00;Voz e BGM;OK;OK;01/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Assim é Fácil\01.06.2022;DIY - Como fazer JARDIM VERTICAL de madeira;00:03:25.00;Voz e BGM;OK;OK;01/06/2022;Jesus;André;
INFOWS;https://www.instagram.com/p/CePaHRcJeO2/;"🐝Astrologia🐝Numerologia🐝Anjos no Instagram: “O Podcast Bee astral voltou! 
Previsões semanais pra cada signo! Espero que vocês gostem , curtam e compartilhem….🙏🧿🌈”";00:00:20.00;Voz e BGM;OK;OK;01/06/2022;Jesus;André;
INFOWS;https://www.trovaomidia.com/podcast/nos/;Podcast Nós - Episódio 8. Bem Se Quis;00:00:40.00;Voz e BGM;OK;OK;01/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\03.06.2022 Casa & Conforto I;ET The Extra-Terrestrial - googlePlay - Q306;00:01:12.00;Voz e BGM;OK;OK;03/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\03.06.2022 Papo a Gosto;VIDEO PINHAO;00:01:13.00;Voz e BGM;OK;OK;03/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\03.06.2022 Papo a Gosto;VIDEO FESTA NACIONAL DO PINHAO;00:00:55.00;Voz e BGM;OK;OK;03/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;Pro Blend 6 1200W 2;00:01:15.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;Pro Blend 6 1200W;00:01:18.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;Pro Blend 6 1400W;00:01:18.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;Processador Philips Walita - PowerChop;00:00:29.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;RI7303_Branco;00:01:00.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;RI7303_Preto;00:01:00.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;WALITA_S5000_RI2240_0;00:01:15.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;WALITA_S5000_RI2240_4;00:01:15.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;WALITA_S5000_RI2240_9;00:01:15.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;WALITA_S5000_RI2242_9;00:01:18.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Especial\08.06.2022 Especial Walita;WALITA_S5000_RI2244_9;00:01:18.00;BGM;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Casa & Conforto\07.06.2022 Casa & Conforto I;A MÚSICA NUNCA PAROU - cena [Salvo automaticamente];00:01:35.00;Voz;OK;OK;07/06/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Família Shoptime\08.06.2022 Família Shoptime;ESQUETE DIA DOS NAMORADO;00:06:40.00;Voz e BGM;N/A;N/A;Não testado;N/A;N/A;Não testado à pedido da Diretora Tininha, que não queria que a equipe assistisse ao vídeo
INFOWS;https://www.tiktok.com/@trishlikefish88/video/7064950861574950190?_t=8SwToVyFToD&_r=1;trishlikefish88;00:00:58.00;BGM;OK;OK;09/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\09.06.2022 Casa & Conforto I;Como fazer cabeceira estofada modulada modulada | DIY PARA QUARTO FÁCIL;00:02:34.00;Voz e BGM;OK;OK;09/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\09.06.2022 Papo a Gosto;EWSQUETE TEC TOY;00:03:11.00;Voz e BGM;OK;OK;09/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\09.06.2022 Papo a Gosto;VIDEO NAMORADOS final v este 03_38;00:03:38.00;Voz e BGM;OK;OK;09/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\10.06.2022 Casa & Conforto I;_Constelação Clarice_ no IMS Rio _ Passeio pela exposição;00:06:25.00;BGM;OK;OK;09/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto\10.06.2022 Casa & Conforto I;TAG apresenta_ como tornar a vida mais mágica_;00:01:00.00;Voz e BGM;OK;OK;09/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\10.06.2022 Papo a Gosto;VIDEO FESTAS JUNINAS - BAHIA MOSSORO;00:00:52.00;Voz e BGM;OK;OK;09/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\10.06.2022 Papo a Gosto;VIDEO FESTAS JUNINAS - ARACAJU C. GRANDE CARUARU;00:00:01.21;Voz e BGM;OK;OK;09/06/2022;Jesus;Marcelo;
CLIP1;51907;EV-ARRAIADEOFERTAS_CP01;00:00:10.00;Sem aúdio;OK;N/A;13/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Casa & Conforto\13.06.2022 Casa & Conforto I;Nassif Oliveira - Desginer interiores - 1306;00:01:10.00;Voz;OK;OK;13/06/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;trava-de-seguranca;00:00:30.00;Voz e BGM;OK;OK;14/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Shop Game Time Show\24.06.2022 Shop Game Time Show;aberuta - SHOPGAME TIME SHOW;00:00:07.00;BGM;OK;OK;24/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Shop Game Time Show\24.06.2022 Shop Game Time Show;VH - CHAPÉL BALL;00:00:05.00;BGM;OK;OK;24/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Shop Game Time Show\24.06.2022 Shop Game Time Show;VH - FAÇA VC MESMO;00:00:05.00;BGM;OK;OK;24/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Shop Game Time Show\24.06.2022 Shop Game Time Show;VH - JG DO COPO;00:00:05.00;BGM;OK;OK;24/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Papo a Gosto\24.06.2022 Papo a Gosto;FESTAS REGIAO SUDESTE;00:02:02.00;Voz e BGM;OK;OK;24/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto\24.06.2022 Casa & Conforto I;Filme-Gonzaga De Pai pra Filho-NETFLIX;00:02:59.00;Voz e BGM;OK;OK;24/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Vida Revista\27.06.2022 Vida Revista;CHÁS e Canecas Ziman (1);00:01:53.00;BGM;OK;OK;27/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Vida Revista\27.06.2022 Vida Revista;CLIPPLAY Ziman Spa  lançamento;00:00:10.00;Sem áudio;OK;N/A;27/06/2022;Jesus;Marcelo;
CLIP2;Vídeos de Programas\Casa & Conforto\01.07.2022 Casa & Conforto I;Kamilla Barcellos Lisbôa - terapeuta holistica;00:01:43.00;Voz;OK;OK;30/06/2022;Jesus;André;
CLIP2;Vídeos de Programas\Papo a Gosto\01.07.2022 Papo a Gosto;CURURU;00:01:28.00;Voz e BGM;OK;OK;01/07/2022;Bruno;André;
CLIP2;Vídeos de Programas\Papo a Gosto\01.07.2022 Papo a Gosto;PEQUI;00:00:51.00;Voz e BGM;OK;OK;01/07/2022;Bruno;André;
CLIP1;52579;EV-INVERNOMDC_CP01;00:00:10.00;Sem áudio;OK;N/A;04/07/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Panela de Pressão Rochedo Clipso Revestida;00:00:50.00;Voz e BGM;OK;OK;05/07/2022;Jesus;Marcelo;
CLIP1;52746;EV-BONIVERCCECP_CP01;00:00:10.00;Sem áudio;OK;N/A;06/07/2022;Jesus;Marcelo;
CLIP1;52749;3555664468_CP01;00:01:25.00;BGM;OK;OK;07/07/2022;Jesus;Gabriel;
CLIP2;Vídeos de Programas\Família Shoptime\02.08.2022 Familia Shoptime;Escorredor de prato_Família Shoptime;00:02:18.00;Voz e BGM;OK;OK;02/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Família Shoptime\03.08.2022 Família Shoptime;its man_Familia Shoptime;00:02:39.00;Voz e BGM;OK;OK;02/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Conectados\02.08.2022 Conectados;DIA DOS PAIS - BALÉ;00:00:31.00;Voz;OK;OK;02/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Conectados\02.08.2022 Conectados;DIA DOS PAIS - BATOM LARANJA;00:00:15.00;Voz;OK;OK;02/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Conectados\02.08.2022 Conectados;DIA DOS PAIS - DANCINHA EM PÉ;00:00:15.00;Voz;OK;OK;02/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Conectados\02.08.2022 Conectados;DIA DOS PAIS - DINOSSAURO;00:00:19.00;Voz;OK;OK;02/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Conectados\02.08.2022 Conectados;DIA DOS PAIS - MAQUIAGEM NO PAPAI;00:00:11.00;Voz;OK;OK;02/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Shop Game Time Show;Toalha Brontossauro;00:00:48.00;Sem áudio;OK;N/A;03/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Shop Game Time Show\Vinhetas\Jogos;VH - Jogo do Bicho;00:00:08.00;BGM;OK;OK;03/08/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Samsung _ Galaxy S20 FE _ Chegou o novo Galaxy S20 FE.;00:00:56.00;Voz e BGM;OK;OK;03/08/2022;Jesus;André;
CLIP2;VTs e Vídeos\VTs de Produtos;Cafeteiras Oster® Black;00:00:38.00;Voz e BGM;OK;OK;04/08/2022;Jesus;Leonardo;
CLIP1;53693;VH-TOP03CAMPEÕESVENDA-CP01;00:00:10.00;BGM;OK;OK;04/08/2022;Jesus;Leonardo;
CLIP2;Vídeos de Programas\Papo a Gosto\05.08.2022 Papo a Gosto;Meia Noite em Paris;00:01:03.00;Voz e BGM;OK;OK;05/08/2022;Bruno;André;
CLIP1;53879;EV-PREMIOEBIT2022_CP02;00:01:10.01;Voz e BGM;OK;OK;10/08/2022;Jesus;Gabriel;Asset retestado à pedido de Leandro Meneguti. Nenhum problema de sync encontrado.
CLIP2;Vídeos de Programas\Shop Game Time Show\Vinhetas\Jogos;VH - Mopiando Por Aí;00:00:07.00;BGM;OK;OK;10/08/2022;Jesus;André;
CLIP2;Vídeos de Programas\Shop Game Time Show\Jogos\09.08.2022;jogo do bicho 09.08_Editado;00:00:30.00;Sem áudio;OK;N/A;10/08/2022;Jesus;André;
CLIP1;53915;VH-CAMPPRIANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53916;VH-CAMPSEGANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53917;VH-CAMPTERANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53918;VH-CAMPQUAANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53919;VH-CAMPQUIANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53920;VH-CAMPSEXANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53921;VH-CAMPSETANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53922;VH-CAMPOITANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53923;VH-CAMPNONANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53924;VH-CAMPDECANDRE_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53925;VH-CAMPPRIDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53926;VH-CAMPSEGDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53927;VH-CAMPTERDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53928;VH-CAMPQUADAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53929;VH-CAMPQUIDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53930;VH-CAMPSEXDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53931;VH-CAMPSETDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53932;VH-CAMPOITDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53933;VH-CAMPNONDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53934;VH-CAMPDECDAVI_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53935;VH-CAMPPRIRENATA_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53936;VH-CAMPSEGRENATA_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53937;VH-CAMPTERRENATA_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
CLIP1;53938;VH-CAMPQUARENATA_CP01;00:00:10.00;Voz e BGM;OK;OK;11/08/2022;Jesus;André;
